index,Latest Revenue,Previous Quarter,3 Quarters Revenue,4 Quarters Revenue,Latest Gross Profit,Previous Gross Profit, 3 Quarters Gross Profit,4 Quarters Gross Profit,Latest Net Income,Previous Net Income,3 Quarters Net Income,4 Quarters Net Income,Market Cap,Sector,Next Earnings,Ticker,P/E Ratio TTM,Price to Sales TTM,Price to Cash Flow MRQ,Price to Free Cash Flow TTM,Price to Book MRQ,Price to Tangible Book MRQ,Gross margin TTM,Gross Margin 5YA,Operating margin TTM,Operating margin 5YA,Pretax margin TTM,Pretax margin 5YA,Net Profit margin TTM,Net Profit margin 5YA,Revenue/Share TTM,Basic EPS ANN,Diluted EPS ANN,Book Value/Share MRQ,Tangible Book Value/Share MRQ,Cash/Share MRQ,Cash Flow/Share TTM,Return on Equity TTM,Return on Equity 5YA,Return on Assets TTM,Return on Assets 5YA,Return on Investment TTM,Return on Investment 5YA,EPS(MRQ) vs Qtr. 1 Yr. Ago MRQ,EPS(TTM) vs TTM 1 Yr. Ago TTM,5 Year EPS Growth 5YA,Sales (MRQ) vs Qtr. 1 Yr. Ago MRQ,Sales (TTM) vs TTM 1 Yr. Ago TTM,5 Year Sales Growth 5YA,5 Year Capital Spending Growth 5YA,Quick Ratio MRQ,Current Ratio MRQ,LT Debt to Equity MRQ,Total Debt to Equity MRQ,Asset Turnover TTM,Inventory Turnover TTM,Revenue/Employee TTM,Net Income/Employee TTM,Receivable Turnover TTM,Dividend Yield ANN,Dividend Yield 5 Year Avg. 5YA,Dividend Growth Rate ANN,Payout Ratio TTM,Assets Current,Assets Previous,3 Quarter Assets,4 Quarter Assets,Latest Equity,Previous Quarter Equity,3 Quarter Equity,4 Quarter Equity,Month,YTD,Year,ThreeYear,3 Quarters Gross Profit,Sales Growth One Year,Revenue Growth Year,Revenue Growth Quarter,Gross Margin Quarter,Gross Margin Year,Operating Margin Quarter,Asset Turnover Quarter,Asset Turnover Year,Equity Growth Quarter,revenue_growth_score,gross_margin_score,assets_turnover_score,operating_margin_score,size_score_score,rev_score,mar_score,style_score,five_year_growth,five_year_margin,equity_growth_score,pbratio_score,psratio_score,pcf_score,SalesOneYear_score,peratio_score,combined_alpha
Jm Smucker Co,2057.1,2050.0,1858.0,1920.2,689.9,689.9,644,689.9,150.6,304.9,252.5,238.7,13710000000.0,Consumer Staples,Jun 09 2022,SJM,24.18,1.77,16.28,51.26,1.68,-,35.35%,38.39,12.01%,14.65,9.85%,12.09%,7.31%,8.69%,72.83,7.79,7.79,76.19,-31.9,2.62,9.57,6.98,8.62,3.56,4.13%,4.09%,4.64%,-72.31%,-36.82%,6.21,-0.94%,-3.54%,0.49,8.78,0.57,1.19,52.16%,53.31%,0.49,5.26,1.11M,81.21K,13.5,3.09,2.69,5.03,72.69%,15966.4,15966.4,16211.7,16284.2,8266.9,8286.4,8170.3,8124.8,3.25,6.19,6.58,14.7,689.9,-0.94,0.07129465680658258,0.0034634146341462973,0.3353750425356084,0.3499676613445271,0.07320985853871956,0.08589287503757892,0.08231139559742126,-0.0023532535238463023,47.03196347031963,31.05022831050228,42.922374429223744,33.789954337899545,16.894977168949772,72.72727272727273,48.484848484848484,121.21212121212122,15.296803652968036,50.68493150684932,41.87192118226601,25.91324200913242,31.164383561643838,39.726027397260275,52.96803652968036,61.41552511415526,17479.607772167998
Fmc Corp,1350.8,1413.6,1194.0,1242.0,572.7,572.7,512.8,572.7,303.3,278.6,217,288.6,15300000000.0,Materials,Aug 02 2022,FMC,18.23,2.87,32.49,109.35,4.89,-,42.92%,43.6,20.91%,17.65,18.06%,14.29%,16.11%,12.59%,40.54,6.25,6.22,24.29,-7.11,2.9,7.86,27.52,19.46,7.86,5.68%,11.91%,7.91%,19.97%,52.99%,45.63,12.98%,13.36%,14.72,4.34,0.97,1.38,89.32%,123.33%,0.49,2.09,812.56K,130.89K,1.93,1.79,1.4,42.75,30.71%,10904.8,10904.8,10410.2,10942.1,3059.1,3032.5,3031.4,3110.7,-14.64,6.26,-1.2,54.11,572.7,12.98,0.08760064412238322,-0.0444255800792303,0.4239709801599053,0.4405045765710331,0.22453360971276282,0.08258137089477417,0.07948181840412785,0.00877164056059354,28.08219178082192,43.83561643835616,40.8675799086758,71.00456621004567,22.831050228310502,55.55555555555556,81.48148148148148,137.03703703703704,82.64840182648402,57.534246575342465,54.43349753694581,66.0958904109589,50.456621004566216,64.61187214611871,57.534246575342465,42.57990867579909,17455.47732765494
Hartford Finl,5393.0,5816.0,5686.0,5589.0,509,509,650,509,18,18,18,17,22080000000.0,Financial,Jul 28 2022,HIG,9.46,1.01,6.44,7.16,1.46,1.72,-,0.0,15.01%,11.42,13.95%,10.07%,11.39%,8.26%,64.64,6.71,6.62,48.07,39.77,0.67,9.24,15.43,10.53,3.43,1.41%,-,-,93.64%,55.59%,33.64,1.77%,7.75%,6.52,-9.9,-,-,27.39%,31.11%,0.3,-,1.24M,141.49K,-,2.24,2.14,9.27,19.76%,0.0,0.0,-,-,3309.0,4339.0,4330,Retained Earnings (Accumulated Deficit),-7.2,0.74,5.27,29.76,509,1.77,-0.0350688853104312,-0.07273039889958735,0.09438160578527721,0.09055328233410426,0.0033376599295382903,inf,inf,-0.23738188522701084,20.776255707762555,5.707762557077626,97.71689497716895,21.91780821917808,41.32420091324201,21.21212121212121,25.757575757575758,46.96969696969697,52.054794520547944,9.817351598173515,4.433497536945813,19.63470319634703,14.269406392694064,23.74429223744292,21.232876712328768,17.80821917808219,17443.845022871945
Ipg Photonics Corp.,369.98,364.47,379.15,371.66,171.82,171.82,185.87,171.82,93.14,84.8,101.99,92.25,5130000000.0,Information Technology,Aug 02 2022,IPGP,19.16,3.49,19.45,26.23,1.94,1.98,47.41%,50.24,25.06%,27.39,24.96%,27.86%,18.8%,20.93%,27.7,5.21,5.16,51.52,49.82,26.96,7,10.47,12.59,9.18,10.94%,10%,11.94%,4.24%,47.13%,1.26,7.06%,14.51%,7.74,-0.63,6.42,8.16,0.58%,1.23%,0.49,1.83,225.72K,42.44K,5.71,0.0,0.0,0.0,0%,3098.47,3098.47,3143.91,3086.51,2707.25,2746.58,2739.35,2704.92,1.14,-42.84,-49.75,-28.7,171.82,7.06,-0.004520260453102316,0.015117842346420805,0.46440348126925773,0.46273379744960474,0.2517433374777015,0.07960488025810589,0.07989211879841772,-0.014319626590159373,53.88127853881278,48.17351598173516,38.35616438356164,77.1689497716895,1.4840182648401825,18.181818181818183,32.95454545454545,51.13636363636364,58.21917808219178,65.98173515981736,30.049261083743843,28.31050228310502,58.44748858447488,45.20547945205479,28.538812785388128,45.09132420091324,17435.916575158426
Teledyne Technologies Inc,1321.0,1375.7,1311.9,1121.0,568.4,568.4,524.2,568.4,223.5,177.9,189.6,104.4,18280000000.0,Information Technology,Jul 27 2022,TDY,32.23,3.57,25.33,48.45,2.36,-,40.87%,38.88,13.56%,14.12,12.39%,13.18%,11.17%,11.08%,109.78,10.31,10.05,165.96,-59.91,6.02,21.46,10.26,12.34,5.24,7%,5.79%,8.2%,99.96%,13.9%,13.33,63.96%,65.08%,16.5,3.01,1.09,1.66,48.92%,52.75%,0.47,5.37,353.77K,39.53K,5.79,0.0,0.0,0.0,0%,14251.1,14251.1,14447.5,14222.9,7832.4,7622.0,7416.6,7312.4,-16.51,-8.23,-5.84,66.0,568.4,63.96,0.1784121320249777,-0.03976157592498367,0.4302800908402725,0.44323144104803486,0.1691900075700227,0.06179639934227299,0.059990690777086214,0.027604303332458623,29.45205479452055,45.20547945205479,28.31050228310502,60.50228310502283,31.963470319634702,63.63636363636363,30.681818181818183,94.31818181818181,86.5296803652968,51.369863013698634,69.45812807881774,38.242009132420094,59.817351598173516,54.5662100456621,76.9406392694064,76.48401826484019,17264.88031335693
Fidelity Natl In,3492.0,3672.0,3507.0,3475.0,1250,1250,1329,1250,-371,455,138,588,59560000000.0,Information Technology,Aug 02 2022,FIS,65.79,4.18,22.74,23.62,1.26,-,37.75%,35.0,5.73%,9.59,10.12%,6.59%,6.43%,4.33%,22.89,0.68,0.67,76.97,-32.82,2.53,8.07,1.91,1.5,1.11,0.86%,1.32%,1.01%,132.54%,493.92%,-15.81,8.35%,11.4%,9.46,15.22,-,0.74,30.21%,40.87%,0.17,-,217.63K,14.00K,3.95,1.94,1.14,6.74,111.21%,81198.0,81198.0,81690,82288,47026.0,47347.0,47105,48392,-5.81,-11.59,-35.67,-18.98,1250,8.35,0.004892086330935252,-0.049019607843137254,0.3579610538373425,0.35345680757811393,-0.10624284077892325,0.02867065691273184,0.02903601894956362,-0.006779732612414725,27.168949771689498,35.38812785388128,10.50228310502283,2.73972602739726,77.3972602739726,21.59090909090909,18.181818181818183,39.77272727272727,66.43835616438356,44.97716894977169,38.17733990147783,15.068493150684931,68.0365296803653,50.456621004566216,31.506849315068493,93.37899543378995,17264.38269257117
Aes Corp,2852.0,2770.0,3036.0,2700.0,530,530,760,530,464,-1371,728,36,13810000000.0,Utilities,Aug 09 2022,AES,0.0,1.19,0.0,-,6.12,48.78,22.69%,24.48,-1.26%,14.34,-7.12%,6.15%,-6.41%,2.22%,17.11,-0.62,-0.62,4.56,0.41,2.24,0.49,-6.61,3.56,-2.08,0.69%,-2.75%,0.91%,172.78%,-14.99%,0.0,8.24%,14.07%,1.62,-2.03,0.95,1.07,591.26%,665.31%,0.33,15.49,1.34M,-86.15K,7.93,3.12,2.93,5.0,-,34648.0,34648.0,35030,34727,3044.0,2798.0,3482,3265,-17.08,-16.71,-20.22,23.79,530,8.24,0.056296296296296296,0.0296028880866426,0.18583450210378682,0.18665257967952104,0.16269284712482468,0.05487570230123913,0.054635188178249826,0.08791994281629735,61.87214611872146,12.100456621004566,23.74429223744292,59.1324200913242,17.579908675799086,27.586206896551722,3.4482758620689653,31.034482758620687,20.319634703196346,31.27853881278539,88.66995073891626,72.8310502283105,19.292237442922374,10.159817351598173,49.31506849315068,3.5388127853881275,17260.200868254724
Norwegian Cruise Line Holdings Ltd,521.94,487.44,153.08,4.37,213.47,213.47,-286.68,213.47,-877.19,-1458.46,-692.67,-584.75,6710000000.0,Consumer Discretionary,Aug 11 2022,NCLH,0.0,5.71,0.0,-,4.42,7.33,-83.63%,32.44,-309.65%,-20.48,-352.34%,-29.48%,-353.02%,-29.64%,3.01,-12.33,-12.33,3.6,2.17,5.1,-8.64,-139.99,-22.56,-21.55,-7.33%,-25.55%,-8.9%,43.45%,12.87%,0.0,"16,736.77%","3,129.88%",-33.21,-7.17,0.74,0.77,833.34%,900.32%,0.06,18.91,33.63K,-118.71K,4.14,0.0,0.0,0.0,-,19255.49,19255.49,18730.03,18526.58,1507.6,2432.65,2883.24,3719.25,-25.05,-21.79,-43.25,-71.82,213.47,16736.77,118.43707093821511,0.07077794190054172,0.40899337088554233,0.7317946916003188,-1.6806337893244434,0.01807069048879047,0.010099543904967707,-0.3802643208024172,76.48401826484019,42.69406392694064,3.881278538812785,0.45662100456621,2.28310502283105,100.0,91.04477611940298,191.04477611940297,0.45662100456621,41.0958904109589,2.955665024630542,62.78538812785388,78.31050228310502,10.159817351598173,100.0,3.5388127853881275,17118.555595730777
Kimco Realty,427.25,424.65,368.61,571.32,299.63,299.63,262.27,299.63,131.94,125.79,74.28,193.37,14110000000.0,Real Estate,Jul 28 2022,KIM,14.57,9.41,0.0,-,1.42,1.42,69.72%,70.78,28.55%,30.03,55.04%,42.55%,54.91%,42.54%,2.63,1.61,1.6,16.2,16.2,0.6,2.18,11.67,10.17,5.48,4.2%,5.58%,4.36%,23.08%,-33.26%,15.23,51.34%,43.7%,3.11,10.72,-,-,74.81%,74.81%,0.1,-,2.49M,1.37M,6.64,3.48,4.99,-15.74,79.48%,18543.58,18543.58,18590.52,11558.92,10011.03,9899.39,9914.31,5707.27,-7.48,-5.68,9.51,28.17,299.63,51.34,-0.25217041237835197,0.006122689273519423,0.7012990052662376,0.6688804183432581,0.3088121708601521,0.015360212716925928,0.01610467522093001,0.011277462550722948,47.71689497716895,75.11415525114155,2.968036529680365,85.84474885844749,18.949771689497716,20.689655172413794,55.172413793103445,75.86206896551724,32.077625570776256,86.5296803652968,57.14285714285714,19.292237442922374,89.72602739726028,10.159817351598173,5.0228310502283104,31.506849315068493,17046.308230424904
United Rentals,2524.0,2776.0,2596.0,2287.0,992,992,1103,992,572,745,679,481,19780000000.0,Industrials,Jul 20 2022,URI,12.85,1.92,39.87,49.44,3.23,-,40.57%,39.82,24.32%,22.91,20.17%,16.61%,15.22%,12.32%,139.81,19.14,19.03,84.66,-0.22,1.41,49.41,28.63,27.85,8.22,6.05%,9.32%,6.82%,80.76%,67.73%,24.17,22.7%,20.34%,11.02,19.02,0.71,0.77,140.17%,155.95%,0.54,41.31,499.17K,75.98K,7.12,0.0,0.0,0.0,0%,20169.0,20169.0,20306,19641,6084.0,5991.0,5483,5094,-12.88,-13.2,-15.61,124.54,992,22.7,0.10362920857017928,-0.09077809798270893,0.393026941362916,0.38966905627025433,0.2266244057052298,0.08342836366040293,0.08414728874345118,0.015523284927391086,16.210045662100455,39.726027397260275,41.55251141552511,71.46118721461188,36.5296803652968,71.42857142857143,58.57142857142858,130.0,72.3744292237443,52.96803652968036,61.57635467980296,51.82648401826484,32.42009132420091,74.42922374429224,61.41552511415526,26.027397260273972,16961.493128191283
Teradyne Inc,755.37,885.05,950.5,1085.73,454.93,454.93,571,454.93,185.85,253,302.25,387.7,16629999999.999998,Information Technology,Jul 26 2022,TER,19.22,4.48,18.3,19.08,6.69,8.3,59.84%,58.2,30.7%,27.35,30.39%,26.8%,26.41%,23.29%,20.36,6.15,5.53,15.36,12.32,6.68,6.04,40.46,33.22,26.5,20.01%,32.75%,24.33%,-15.75%,21.53%,0.0,-3.36%,14.94%,16.13,9.21,2.97,3.33,3.05%,3.87%,1,5.66,623.16K,164.58K,6.52,0.43,0.42,3.57,6.93%,3609.15,3609.15,3762.18,4000.92,2474.53,2563.96,2540.37,2514.64,1.25,-34.35,-12.26,128.55,454.93,-3.36,-0.30427454339476667,-0.14652279532229812,0.6022611435455473,0.49493968694327717,0.24603836530442033,0.13952869789285566,0.16978374409487,-0.03487963930794546,9.58904109589041,65.75342465753424,68.72146118721462,75.57077625570776,27.62557077625571,3.4090909090909087,40.909090909090914,44.31818181818182,85.38812785388129,75.11415525114155,20.689655172413794,75.79908675799086,70.4337899543379,43.2648401826484,4.10958904109589,46.00456621004566,16859.754011537196
Garmin Ltd,1172.66,1391.59,1191.97,1326.9,662.48,662.48,695.95,662.48,228.56,315.12,282.67,371.17,19550000000.0,Consumer Discretionary,Aug 03 2022,GRMN,18.21,3.84,92.46,-,3.13,3.58,57.28%,58.69,23.56%,24.13,23.45%,24.84%,21.12%,22.84%,26.31,5.63,5.61,32.36,28.31,9.28,6.38,17.95,19.19,14.61,14.91%,17.02%,17.94%,-4.22%,1.62%,15.44,9.36%,15.45%,10.35,26.21,2.38,3.54,0%,0%,0.69,1.99,271.83K,57.42K,8.63,2.89,2.4,7.65,48.04%,7703.25,7703.25,7571.49,7402.72,6248.84,6114.16,5854.74,5584.25,-8.94,-25.56,-27.8,27.64,662.48,9.36,-0.11624086215992162,-0.15732363699078022,0.5649378336431702,0.5213176159524071,0.194907304760118,0.10148616925756446,0.10997782321314599,0.022027555706752897,7.30593607305936,61.41552511415526,50.456621004566216,67.12328767123287,35.84474885844749,16.417910447761194,79.1044776119403,95.52238805970148,70.77625570776256,76.25570776255708,66.50246305418719,49.77168949771689,63.013698630136986,93.15068493150685,12.100456621004566,42.23744292237443,16650.093080048173
Boeing Co,13991.0,14793.0,15278.0,16998.0,346,346,1712,346,-1169,-4171,329,1023,75270000000.0,Industrials,Jul 27 2022,BA,0.0,1.22,0.0,-,0.0,-,3.2%,11.87,-6.53%,1.17,-9.96%,-0.01%,-8.14%,0.19%,103.54,-7.15,-7.15,-26.04,-42.16,20.77,-4.88,0.0,0.0,-3.48,0.12%,-8.73%,0.35%,-124.59%,59.63%,0.0,-8.06%,7.19%,-7.8,-17.81,0.32,1.3,-,-,0.43,0.73,430.00K,-35.01K,5.42,0.0,0.0,0.0,-,135801.0,135801.0,146846,148935,-15398.0,-14999.0,-14440,-16682,-30.09,-36.82,-44.33,-64.05,346,-8.06,-0.1769031650782445,-0.054214831339146896,0.024730183689514688,0.02266622993776613,-0.08355371310127939,0.06868383394329448,0.07493808342108428,0.026601773451563438,25.11415525114155,3.4246575342465753,30.82191780821918,3.65296803652968,81.9634703196347,4.285714285714286,1.4285714285714286,5.714285714285714,2.73972602739726,20.091324200913242,68.7192118226601,3.4246575342465753,19.863013698630137,10.159817351598173,7.534246575342466,3.5388127853881275,16529.497042085608
Vulcan Matrls,1540.7,1606.3,1516.51,1361.05,268.8,268.8,394.06,268.8,147,211.39,262.37,287.54,21510000000.0,Materials,Aug 03 2022,VMC,35.37,3.54,58.58,69.57,3.24,19.15,23.45%,25.43,15.08%,17.66,12.68%,14.23%,10.06%,11.46%,45.11,5.08,5.05,49.48,8.38,0.93,8.31,9.54,9.89,4.81,5.13%,5.11%,5.46%,-42.18%,-12.3%,10.17,44.21%,23.56%,9.1,5.21,1.27,1.86,59.76%,61.85%,0.48,9.55,526.76K,52.98K,7.97,1.0,0.85,9.74,33.09%,13860.8,13860.8,13688,11571.03,6575.3,6545.0,6426.1,6293.11,-3.86,-19.06,-12.11,28.73,268.8,44.21,0.13199368134895859,-0.040839195667060894,0.1744661517492049,0.17846946498997437,0.09541117673784644,0.0741034668513602,0.07244122513371043,0.0046294881588999515,29.22374429223744,10.95890410958904,34.01826484018265,39.04109589041096,39.95433789954338,74.07407407407408,14.814814814814813,88.88888888888889,64.84018264840182,33.10502283105023,48.76847290640394,52.054794520547944,59.018264840182646,86.7579908675799,67.35159817351598,81.7351598173516,16508.398752352463
Skyworks Solutions Inc,1335.6,1510.4,1310.9,1116.4,637.6,637.6,613.7,637.6,367.3,445.9,327.5,339.8,16530000000.000002,Information Technology,Jul 21 2022,SWKS,12.36,3.11,21.02,24.67,3.17,11.33,47.88%,49.18,28.08%,31.14,27.36%,31.2%,25.98%,27.61%,31.71,9.07,8.97,32.09,8.94,4.79,11.89,27.67,25.62,19.23,20.91%,21.06%,22.71%,-4.53%,13.87%,11.61,13.98%,20.52%,9.21,27.27,2.65,3.98,42.16%,42.16%,0.74,3.3,479.39K,124.53K,8.13,2.2,1.37,15.41,26.19%,8511.6,8511.6,8590.7,7486.2,5188.6,5334.2,5297.1,5002.8,-15.52,-34.14,-38.78,23.75,637.6,13.98,0.1963453959154423,-0.11573093220338994,0.47738843965259065,0.48364401797735773,0.27500748727163826,0.10461017904976735,0.10325712361169852,-0.027295564470773397,11.643835616438356,51.82648401826484,52.054794520547944,80.36529680365297,27.397260273972602,69.31818181818183,37.5,106.81818181818183,65.75342465753424,65.75342465753424,22.660098522167488,50.68493150684932,53.42465753424658,47.71689497716895,79.22374429223744,25.11415525114155,16466.41494232425
Fortune Brands Home   Security,1917.3,1962.7,1986.3,1936.1,679.5,679.5,706.3,679.5,253.4,260.5,286.6,294.9,8750000000.0,Industrials,Aug 03 2022,FBHS,11.8,1.11,26.13,47.85,2.97,-,35.66%,35.95,14.04%,12.75,13%,11.5%,9.94%,8.62%,56.51,5.62,5.54,22.28,-7.3,2.89,6.98,26.56,20.5,9.86,8.25%,11.77%,10.4%,6.2%,26.77%,16.2,8.26%,20.81%,8.96,7.49,1.2,2.18,115.54%,115.54%,0.99,4.38,278.10K,27.64K,8.48,1.69,1.21,9.14,18.74%,8243.0,8243.0,7868.8,7696,2914.8,3064.8,3054.6,3043.5,0.01,-34.85,-35.48,30.9,679.5,8.26,-0.00971024223955372,-0.02313140062159275,0.3544046315130653,0.348354352506921,0.1321650237312888,0.15506490355453112,0.1577580977799345,-0.048942834768989814,35.38812785388128,34.70319634703196,71.91780821917808,49.54337899543379,5.0228310502283104,31.428571428571427,45.714285714285715,77.14285714285714,63.926940639269404,46.917808219178085,18.226600985221676,47.37442922374429,16.78082191780822,55.93607305936074,27.62557077625571,23.972602739726025,16449.965697190542
Comp Science,4089.0,4027.0,4141.0,4385.0,910,910,886,910,189,-203,466,-738,7320000000.0,Information Technology,May 26 2022,DXC,0.0,0.43,0.0,32.38,1.5,12.54,21.39%,24.72,-1.72%,-1.25,-2.71%,-2.21%,-3.67%,-3.3%,65.13,-0.6,-0.6,19.43,2.31,11.89,4.62,-11.78,-8.44,-2.8,-2.55%,-4.37%,-3.8%,-91.04%,78.53%,0.0,-4.64%,-8.35%,20.06,3.9,-,1.12,88.77%,103.56%,0.76,-,124.19K,-4.56K,4.27,0.0,0.0,0.0,-,19953.0,19953.0,20867,22038,4772.0,4772.0,5077,4973,-5.06,-7.83,-19.51,-48.54,910,-4.64,-0.06750285062713797,0.01539607648373479,0.22254830031792613,0.21872371109241678,0.046221570066030816,0.13662105948980102,0.1390100068494295,0.0,54.109589041095894,16.210045662100455,67.57990867579909,27.397260273972602,2.853881278538813,10.227272727272728,6.8181818181818175,17.045454545454547,89.72602739726028,32.19178082191781,43.96551724137931,20.54794520547945,2.73972602739726,10.159817351598173,15.296803652968036,3.5388127853881275,16383.952419805042
Kraft Foods Inc,6045.0,6709.0,6324.0,6615.0,2001,2001,2028,2001,1114,12,1232,1189,47330000000.0,Consumer Staples,Aug 04 2022,KHC,48.93,1.86,19.11,21.84,0.96,-,33.07%,34.48,13.81%,3.48,7.69%,-0.36%,3.9%,-2.48%,20.9,0.63,0.63,40.53,-20.76,2.43,1.55,1.98,-1.16,1.04,-0.6%,1.14%,-0.66%,37.61%,124.11%,-25.75,-5.46%,-2.76%,-0.2,-6.21,0.68,1.02,42.24%,43.81%,0.27,5.96,713.69K,27.83K,12.39,4.1,4.37,-13.82,199.6%,93864.0,93864.0,94897,97038,49644.0,49298.0,50089,49997,7.18,23.15,2.2,35.41,2001,-5.46,-0.08616780045351474,-0.09897153077954986,0.33101736972704715,0.3115245397579107,0.18428453267162945,0.04293445836529447,0.04562096934572005,0.007018540305894763,13.698630136986301,30.136986301369863,16.666666666666664,63.6986301369863,71.91780821917808,15.151515151515152,42.42424242424242,57.57575757575758,10.730593607305936,43.83561643835616,52.21674876847291,10.730593607305936,32.19178082191781,44.52054794520548,12.785388127853881,89.26940639269407,16361.0051183268
Xylem,1272.0,1323.0,1265.0,1351.0,467,467,472,467,112,140,152,162,14830000000.0,Industrials,Aug 02 2022,XYL,34.8,2.8,114.81,251.38,4.56,-,37.46%,38.54,10.86%,10.45,9.5%,8.97%,8.1%,7.98%,28.73,2.37,2.35,17.76,-3.25,6.2,3.66,13.76,14.5,5.03,5.31%,6.5%,6.58%,-5.49%,39.21%,10.25,1.27%,4.03%,6.62,10.9,1.21,1.62,58.72%,76.08%,0.62,4.66,301.21K,24.39K,5.31,1.48,1.07,10.06,49.29%,8219.0,8219.0,8151,8785,3198.0,3218.0,3093,3040,-0.27,-30.03,-29.13,10.03,467,1.27,-0.05847520355292376,-0.03854875283446712,0.3671383647798742,0.3584724620994051,0.0880503144654088,0.10317556880399076,0.1056697895121061,-0.006215040397762586,29.908675799086758,37.21461187214612,50.91324200913242,36.3013698630137,21.91780821917808,18.571428571428573,50.0,68.57142857142857,54.109589041095894,50.91324200913242,39.40886699507389,64.26940639269407,49.885844748858446,95.8904109589041,16.43835616438356,80.82191780821918,16175.325595519267
Nielsen Holdings Nv,877.0,894.0,882.0,861.0,563,563,575,563,197,178,222,219,9150000000.0,Industrials,Jul 28 2022,NLSN,16.64,2.58,37.93,17.81,2.66,-,64.46%,60.63,23.22%,13.51,15.05%,5.51%,15.88%,4.1%,9.75,1.54,1.53,9.47,-15.59,1.34,2.98,17.11,5.99,4.9,1.3%,5.54%,1.5%,-4.84%,125.54%,1.92,1.62%,3.9%,-11.12,-4.66,-,1.96,164.06%,165.09%,0.31,-,251.00K,39.86K,6.71,0.95,3.55,-44.32,15.93%,10882.0,10882.0,11169,11031,3406.0,3314.0,3094,3016,-8.25,22.57,-10.25,6.17,563,1.62,0.018583042973286876,-0.01901565995525727,0.6419612314709237,0.640865110984633,0.22462941847206386,0.05372786865159591,0.05381976352386204,0.02776101388050694,36.757990867579906,69.40639269406392,23.059360730593607,71.23287671232876,6.392694063926941,38.57142857142858,90.0,128.57142857142858,1.82648401826484,78.53881278538812,69.70443349753694,43.2648401826484,46.23287671232877,73.28767123287672,34.93150684931507,37.67123287671233,16059.857840160152
Seagate Technology,2802.0,3116.0,3115.0,3013.0,806,806,956,806,429,580,586,507,17930000000.0,Information Technology,Jul 20 2022,STX,10.34,1.5,37.72,19.86,43.73,-,29.84%,28.45,17.45%,13.01,15.73%,11.18%,15.4%,12.72%,52.89,5.43,5.36,1.92,-3.79,5.2,10.02,409.94,84.15,20.9,15.15%,31.24%,21.56%,12.27%,103.36%,45.54,2.6%,18.27%,-0.87,-3.24,0.96,1.48,"1,333.49%","1,340.62%",1.36,6.12,301.15K,46.38K,10.38,3.33,4.63,1.82,24.69%,9145.0,9145.0,8613,8675,421.0,526.0,601,631,-0.86,-28.56,-17.62,76.69,806,2.6,-0.07002987056090275,-0.10077021822849808,0.28765167737330477,0.2676407106093309,0.15310492505353318,0.2042646254784035,0.21953708766174596,-0.19961977186311788,13.470319634703195,21.91780821917808,83.56164383561644,55.47945205479452,31.27853881278539,9.090909090909092,7.954545454545454,17.045454545454547,9.360730593607306,35.15981735159817,5.911330049261084,96.80365296803653,24.885844748858446,72.6027397260274,14.61187214611872,20.54794520547945,15963.382543295156
Mccormick   Co,1522.4,1730.3,1549.4,1556.7,560.4,560.4,599.6,560.4,206.9,276.2,265.2,237.4,24100000000.0,Consumer Staples,Jun 30 2022,MKC,33.06,3.86,131.42,105.11,5.34,-,38.96%,39.7,15.5%,16.72,13.66%,14.41%,11.01%,11.39%,23.55,2.83,2.8,17.15,-15.59,1.26,3.29,17.11,20.55,5.46,6%,6.97%,7.71%,-4.48%,-2.34%,8.69,2.76%,8.31%,7.45,12.57,0.32,0.73,86.23%,116.84%,0.5,3.35,454.20K,50.01K,12.32,1.61,1.47,9.35,62.87%,12940.8,12940.8,12884.4,12810.5,4597.7,4411.0,4386.5,4325.3,-1.28,3.79,11.96,28.68,560.4,2.76,-0.022033789426350585,-0.12015257469802917,0.3681029952706253,0.3525193432723155,0.13590383604834472,0.07842894823606991,0.081896018793274,0.04232600317388343,10.95890410958904,37.67123287671233,36.5296803652968,50.68493150684932,45.20547945205479,21.21212121212121,54.54545454545454,75.75757575757575,56.62100456621004,52.51141552511416,77.33990147783251,68.94977168949772,63.926940639269404,96.57534246575342,23.972602739726025,77.3972602739726,15810.255875442459
Everest Re Group Ltd,3033.19,3120.38,2925.42,5820.46,242.83,242.83,292.76,242.83,0,-,-,-,10880000000.0,Financial,Jul 25 2022,RE,8.34,0.91,3.08,3.13,2.06,1.16,-,0.0,13.9%,8.22,12.13%,7.76%,10.98%,7.86%,310.93,34.66,34.62,136.15,136.15,25.41,-,13.71,7.68,3.73,2.49%,-,-,-11.33%,60.88%,7.89,10.55%,17.33%,15.29,0.0,-,-,32.42%,32.42%,0.34,-,6.24M,685.66K,-,2.35,2.33,5.37,18.64%,0.0,0.0,-,-,2274.43,2266.34,2256.39,Retained Earnings (Accumulated Deficit),-3.63,2.23,3.16,12.27,242.83,10.55,-0.4788745219450009,-0.02794210961485462,0.08005762909675952,0.06519166814882428,0.0,inf,inf,0.003569632094036945,33.789954337899545,4.5662100456621,97.71689497716895,14.269406392694064,10.50228310502283,3.0303030303030303,18.181818181818183,21.212121212121215,83.78995433789954,9.817351598173515,47.783251231527096,32.077625570776256,12.442922374429223,21.00456621004566,0.45662100456621,15.296803652968036,15748.791477771167
